106121_101_+	yfkA,yfkB,yfkC	100.000	15	0	0	36	50	41	27	0.002	28.8
1017553_18_-	X08035.1/3325-3361	84.375	32	1	4	37	68	37	10	0.002	28.8
1013610_64_-	bmrt,bmr,bmrR	83.871	31	4	1	16	45	51	21	0.002	28.8
1005736_43_+	X68192.1/1504-1542	100.000	15	0	0	75	89	23	37	0.002	28.8
995876_53_-	L19201.1/12884-12927	100.000	14	0	0	74	87	26	39	0.009	27.0
904327_45_+	hag	94.444	18	0	1	75	92	25	41	0.009	27.0
895658_56_-	hag	100.000	14	0	0	18	31	38	25	0.009	27.0
895608_53_+	hag	100.000	14	0	0	86	99	25	38	0.009	27.0
893087_57_-	spoVID,ysxE	100.000	14	0	0	31	44	50	37	0.009	27.0
783454_81_+	yfiZ,yfhA	100.000	14	0	0	73	86	31	18	0.009	27.0
747237_75_-	bglP,bglH,yxiE	100.000	14	0	0	84	97	21	34	0.009	27.0
744741_48_-	pel	90.000	20	2	0	33	52	43	24	0.009	27.0
725453_66_-	ptb,bcd,buk,lpdV,bkdAA,bkdAB,bkdB	94.118	17	1	0	71	87	35	51	0.009	27.0
701110_50_-	yxeF,yxeG,yxeH	100.000	14	0	0	37	50	42	29	0.009	27.0
671291_38_-	alsT	85.185	27	2	2	41	65	42	16	0.009	27.0
624408_41_-	yoxA,dacC	83.333	30	3	1	46	75	34	7	0.009	27.0
61028_50_-	luxS	80.488	41	3	5	45	84	2	38	0.009	27.0
61028_50_-	ccdA,yneI,yneJ	100.000	14	0	0	34	47	41	28	0.009	27.0
477324_43_+	dacF,spoIIAA,spoIIAB,sigF	100.000	14	0	0	74	87	27	40	0.009	27.0
475279_67_-	citM,yflN	94.118	17	1	0	33	49	38	22	0.009	27.0
398075_47_-	yunB	100.000	14	0	0	39	52	38	25	0.009	27.0
338876_49_-	yybS,yybT,rplI	94.444	18	0	1	69	86	22	38	0.009	27.0
3215194_61_+	yxaA,yxaB	100.000	14	0	0	76	89	29	42	0.009	27.0
3213529_47_-	ftsA,ftsZ	94.444	18	0	1	82	98	22	39	0.009	27.0
3203887_78_+	ypjB	100.000	14	0	0	87	100	33	20	0.009	27.0
3104917_45_+	yyaO	100.000	14	0	0	76	89	35	48	0.009	27.0
3104917_45_+	sigX,rsiX	87.500	24	2	1	69	91	13	36	0.009	27.0
3024624_34_-	bmrt,bmr,bmrR	100.000	14	0	0	44	57	53	40	0.009	27.0
3007515_52_+	guaB	94.118	17	1	0	22	38	36	20	0.009	27.0
2962679_75_-	yycO,yycP,yycQ	94.118	17	1	0	80	96	23	39	0.009	27.0
2961834_123_+	sspA	94.118	17	1	0	71	87	20	36	0.009	27.0
2901724_43_-	yabM,yabN,yabO,yabP,yabQ,divIC,yabR	100.000	14	0	0	74	87	27	40	0.009	27.0
2901684_68_+	yabM,yabN,yabO,yabP,yabQ,divIC,yabR	100.000	14	0	0	40	53	40	27	0.009	27.0
2899385_51_+	bmrt,bmr,bmrR	100.000	14	0	0	34	47	54	41	0.009	27.0
2836664_45_-	wapA,yxxG	100.000	14	0	0	85	98	31	44	0.009	27.0
2794744_44_+	sacX,sacY	100.000	14	0	0	3	16	43	30	0.009	27.0
2779605_56_-	oppA,oppB,oppC,oppD,oppF	94.118	17	1	0	69	85	24	40	0.009	27.0
2779550_64_+	oppA,oppB,oppC,oppD,oppF	94.118	17	1	0	27	43	40	24	0.009	27.0
2765800_49_+	ccdA,yneI,yneJ	94.444	18	0	1	71	87	20	37	0.009	27.0
2765798_51_+	ccdA,yneI,yneJ	94.444	18	0	1	69	85	20	37	0.009	27.0
273359_55_-	yfhG,yfhH	85.185	27	2	2	47	73	33	9	0.009	27.0
273359_55_-	yfhG,yfhH	85.185	27	2	1	59	85	9	33	0.009	27.0
2640736_78_+	yyaO	94.118	17	1	0	72	88	32	48	0.009	27.0
2628511_53_+	alsT	94.118	17	1	0	34	50	26	10	0.009	27.0
260294_89_-	ydaP	94.118	17	1	0	34	50	33	17	0.009	27.0
260294_89_-	pbpE,racX	94.118	17	1	0	34	50	37	21	0.009	27.0
260294_89_-	narK,fnr	94.444	18	0	1	29	46	35	19	0.009	27.0
260294_89_-	amyE	100.000	14	0	0	69	82	16	3	0.009	27.0
2469050_59_+	L19201.1/5703-5741	100.000	14	0	0	70	83	19	32	0.009	27.0
2352947_44_-	X06174.1/1416-1462	94.444	18	0	1	82	99	31	47	0.009	27.0
2352947_44_-	sigM,yhdL,yhdK	90.476	21	0	2	5	24	30	11	0.009	27.0
22181_42_-	yurR,yurQ,yurP,yurO,yurN,yurM,yurL	80.556	36	5	2	47	81	35	1	0.009	27.0
22181_42_-	yfiZ,yfhA	100.000	14	0	0	85	98	9	22	0.009	27.0
22181_42_-	yczE	100.000	14	0	0	78	91	25	38	0.009	27.0
2068587_54_+	X06174.1/1416-1462	100.000	14	0	0	21	34	46	33	0.009	27.0
1971726_49_+	yvgR,yvgQ	90.476	21	0	2	72	90	25	45	0.009	27.0
1897851_105_+	comA,yuxO	100.000	14	0	0	86	99	47	34	0.009	27.0
1876654_115_+	natA,natB	94.444	18	0	1	27	43	28	11	0.009	27.0
1868566_81_+	sacX,sacY	94.118	17	1	0	37	53	34	18	0.009	27.0
1852566_48_+	yqjY,yqjZ,yqkA,yqkB,yqkC	100.000	14	0	0	73	86	32	45	0.009	27.0
1847735_67_-	yqjY,yqjZ,yqkA,yqkB,yqkC	90.000	20	2	0	21	40	40	21	0.009	27.0
183403_39_-	yybS,yybT,rplI	90.476	21	1	1	42	61	37	17	0.009	27.0
183403_39_-	yybS,yybT,rplI	87.500	24	2	1	67	89	16	39	0.009	27.0
179510_44_-	yfiW,yfiX	94.118	17	1	0	30	46	44	28	0.009	27.0
1739428_42_+	ydbA	100.000	14	0	0	75	88	33	46	0.009	27.0
1733995_54_+	ywsC,ywtA,ywtB,ywtC	100.000	14	0	0	25	38	38	25	0.009	27.0
1733995_54_+	yckC	100.000	14	0	0	23	36	36	23	0.009	27.0
1719224_37_-	yqjY,yqjZ,yqkA,yqkB,yqkC	100.000	14	0	0	40	53	42	29	0.009	27.0
1683159_65_+	yweA	90.000	20	2	0	65	84	18	37	0.009	27.0
1683159_65_+	X08087.1/907-941	100.000	14	0	0	77	90	20	33	0.009	27.0
1660658_120_+	yxkJ	86.957	23	3	0	72	94	33	11	0.009	27.0
1632422_40_+	sleB,ypeB	94.444	18	0	1	68	85	17	33	0.009	27.0
162895_63_-	yxxF	100.000	14	0	0	79	92	21	34	0.009	27.0
1622307_53_-	ftsA,ftsZ	100.000	14	0	0	34	47	45	32	0.009	27.0
1619662_38_-	X06174.1/1416-1462	100.000	14	0	0	79	92	34	47	0.009	27.0
1596363_18_-	yfjS	100.000	14	0	0	78	91	27	40	0.009	27.0
1596363_18_-	X55791.1/3428-3458	94.118	17	1	0	71	87	15	31	0.009	27.0
1596363_18_-	safA,coxA	100.000	14	0	0	72	85	28	41	0.009	27.0
1559725_28_-	csfB	90.476	21	1	1	54	74	26	7	0.009	27.0
1552167_56_+	yfkJ,yfkI,yfkH	100.000	14	0	0	30	43	41	28	0.009	27.0
1512973_46_-	pheB,pheA	94.118	17	1	0	78	94	17	33	0.009	27.0
1496216_47_-	spoVS	90.000	20	2	0	32	51	47	28	0.009	27.0
1496216_47_-	csbA	90.000	20	2	0	40	59	38	19	0.009	27.0
1496216_47_-	clpP	94.444	18	0	1	35	52	43	27	0.009	27.0
1492001_80_-	comC	94.118	17	1	0	34	50	16	32	0.009	27.0
1491999_78_-	comC	94.118	17	1	0	36	52	16	32	0.009	27.0
1485720_36_-	yabG	100.000	14	0	0	75	88	27	40	0.009	27.0
1461005_42_-	ptb,bcd,buk,lpdV,bkdAA,bkdAB,bkdB	94.118	17	1	0	77	93	21	37	0.009	27.0
1461005_42_-	bmrt,bmr,bmrR	94.118	17	1	0	77	93	26	10	0.009	27.0
1456049_54_-	splA,splB	90.000	20	2	0	76	95	45	26	0.009	27.0
1393774_34_+	Y00538.1/1704-1739	80.556	36	5	2	49	83	1	35	0.009	27.0
1393774_34_+	t14003.1/330369-330405	80.556	36	5	2	49	83	3	37	0.009	27.0
1386336_51_-	ptsG,ptsH,ptsI	100.000	14	0	0	72	85	23	36	0.009	27.0
1343699_50_+	comC	100.000	14	0	0	87	100	37	24	0.009	27.0
13210_43_-	yjcI,yjcJ	81.081	37	4	2	52	85	1	37	0.009	27.0
13210_43_-	cggR,gapA,pgk,tpiA,pgm,eno	87.500	24	2	1	65	87	16	39	0.009	27.0
1225758_16_-	ahpC,ahpF	100.000	14	0	0	12	25	51	38	0.009	27.0
1217264_44_+	veg	94.118	17	1	0	13	29	33	17	0.009	27.0
1198200_56_-	splA,splB	100.000	14	0	0	80	93	31	44	0.009	27.0
1191477_116_-	amyE	94.444	18	0	1	76	92	24	41	0.009	27.0
117376_79_-	M87049.1/58920-58946	94.444	18	0	1	49	65	10	27	0.009	27.0
1153701_61_-	yfjQ	94.118	17	1	0	70	86	16	32	0.009	27.0
1153699_59_-	yfjQ	94.118	17	1	0	72	88	16	32	0.009	27.0
1148459_52_-	yfkA,yfkB,yfkC	100.000	14	0	0	21	34	41	28	0.009	27.0
1126710_56_-	splA,splB	90.476	21	1	1	32	52	44	25	0.009	27.0
1117706_43_-	bmrt,bmr,bmrR	100.000	14	0	0	34	47	54	41	0.009	27.0
1110147_89_+	yocK	100.000	14	0	0	79	92	49	36	0.009	27.0
1079739_67_-	yfmQ	94.118	17	1	0	7	23	43	27	0.009	27.0
1079739_67_-	phoP,phoR	90.476	21	1	1	67	87	22	41	0.009	27.0
1074568_49_+	yflS	100.000	14	0	0	75	88	23	36	0.009	27.0
1065795_81_-	yczE	100.000	14	0	0	79	92	25	38	0.009	27.0
10576_48_-	yxkJ	90.000	20	2	0	54	73	21	40	0.009	27.0
1013610_64_-	yfiZ,yfhA	100.000	14	0	0	85	98	22	9	0.009	27.0
1013610_64_-	gapB,speD	90.476	21	1	1	8	28	54	35	0.009	27.0
995876_53_-	yycC,yycB	90.000	20	0	2	68	87	18	35	0.032	25.1
995876_53_-	treP,treA,treR	93.750	16	1	0	76	91	27	42	0.032	25.1
943163_71_+	yfmM	89.474	19	2	0	69	87	16	34	0.032	25.1
943163_71_+	nasB,nasC,nasD,nasE,nasF	94.118	17	0	1	70	85	20	36	0.032	25.1
943163_71_+	araE	100.000	13	0	0	68	80	15	3	0.032	25.1
932340_40_-	yhxA,glpP	94.118	17	0	1	45	60	101	85	0.032	25.1
932340_40_-	qcrA,qcrB,qcrC	83.333	30	2	3	52	81	2	28	0.032	25.1
904327_45_+	yfmQ	100.000	13	0	0	33	45	40	28	0.032	25.1
904327_45_+	yfkJ,yfkI,yfkH	100.000	13	0	0	20	32	41	29	0.032	25.1
895658_56_-	spoIIGA,sigE,sigG	100.000	13	0	0	73	85	30	42	0.032	25.1
893087_57_-	X06174.1/1416-1462	100.000	13	0	0	17	29	46	34	0.032	25.1
874778_71_-	treP,treA,treR	93.750	16	1	0	28	43	42	27	0.032	25.1
874778_71_-	csfB	93.750	16	1	0	35	50	28	13	0.032	25.1
843403_81_-	spoIVA	100.000	13	0	0	73	85	5	17	0.032	25.1
822269_60_+	pyrR	94.118	17	0	1	20	36	63	48	0.032	25.1
787423_54_-	yfhP	82.759	29	3	2	39	66	35	8	0.032	25.1
787423_54_-	X61919.1/544-577	100.000	13	0	0	5	17	20	32	0.032	25.1
783454_81_+	yqfS,yqft	100.000	13	0	0	74	86	28	40	0.032	25.1
752701_42_-	tetL,tetB	100.000	13	0	0	79	91	41	53	0.032	25.1
743335_42_-	hemE,hemH,hemY	100.000	13	0	0	14	26	12	24	0.032	25.1
724475_53_-	ccdA,yneI,yneJ	100.000	13	0	0	72	84	24	36	0.032	25.1
671291_38_-	yqjY,yqjZ,yqkA,yqkB,yqkC	100.000	13	0	0	44	56	40	28	0.032	25.1
671291_38_-	yabM,yabN,yabO,yabP,yabQ,divIC,yabR	100.000	13	0	0	42	54	40	28	0.032	25.1
659662_47_+	cggR,gapA,pgk,tpiA,pgm,eno	100.000	13	0	0	76	88	30	42	0.032	25.1
655038_47_-	abnA	90.000	20	0	2	79	98	44	27	0.032	25.1
640350_34_-	ywsC,ywtA,ywtB,ywtC	80.556	36	3	4	50	83	1	34	0.032	25.1
640350_34_-	yfkO	100.000	13	0	0	76	88	27	39	0.032	25.1
640350_34_-	ptb,bcd,buk,lpdV,bkdAA,bkdAB,bkdB	90.000	20	0	2	76	93	39	58	0.032	25.1
640350_34_-	cggR,gapA,pgk,tpiA,pgm,eno	100.000	13	0	0	78	90	29	41	0.032	25.1
624408_41_-	yoxA,dacC	93.750	16	1	0	68	83	20	35	0.032	25.1
618575_46_-	yjbC,yjbD	100.000	13	0	0	17	29	36	24	0.032	25.1
595876_43_+	yyaO	100.000	13	0	0	78	90	36	48	0.032	25.1
595876_43_+	yfkA,yfkB,yfkC	100.000	13	0	0	35	47	37	25	0.032	25.1
595329_50_-	yjcI,yjcJ	100.000	13	0	0	77	89	26	38	0.032	25.1
541523_40_-	spoIID	100.000	13	0	0	8	20	24	36	0.032	25.1
51509_84_-	malA,yfiA,malP	100.000	13	0	0	67	79	17	5	0.032	25.1
434144_54_-	yufN	100.000	13	0	0	79	91	37	49	0.032	25.1
398075_47_-	yxkF,msmX	90.000	20	1	1	70	88	20	39	0.032	25.1
398075_47_-	nagP	89.474	19	2	0	37	55	41	23	0.032	25.1
375054_65_-	comC	93.750	16	1	0	71	86	25	40	0.032	25.1
367270_53_-	mdr	94.118	17	0	1	74	89	27	43	0.032	25.1
334679_22_-	yfmQ	89.474	19	2	0	39	57	43	25	0.032	25.1
3213529_47_-	yufN	82.759	29	3	2	63	91	25	51	0.032	25.1
3203887_78_+	sacB,yveB,yveA	100.000	13	0	0	31	43	33	21	0.032	25.1
3192216_60_+	yabM,yabN,yabO,yabP,yabQ,divIC,yabR	100.000	13	0	0	18	30	43	31	0.032	25.1
3192216_60_+	veg	94.118	17	0	1	76	92	24	39	0.032	25.1
3186246_46_+	X14235.1/1004-1039	94.118	17	0	1	56	72	21	36	0.032	25.1
3174322_67_+	yyzE,bglA	100.000	13	0	0	77	89	62	74	0.032	25.1
3174322_67_+	yneA,yneB,ynzC	80.000	35	5	1	44	78	36	4	0.032	25.1
3174322_67_+	phrK	100.000	13	0	0	14	26	41	29	0.032	25.1
3156144_103_+	ptb,bcd,buk,lpdV,bkdAA,bkdAB,bkdB	100.000	13	0	0	33	45	46	34	0.032	25.1
3156144_103_+	ptb,bcd,buk,lpdV,bkdAA,bkdAB,bkdB	100.000	13	0	0	33	45	2	14	0.032	25.1
3156144_103_+	bmrt,bmr,bmrR	100.000	13	0	0	33	45	45	33	0.032	25.1
3156144_103_+	bmrt,bmr,bmrR	100.000	13	0	0	33	45	1	13	0.032	25.1
3064800_38_+	katX	90.000	20	1	1	73	92	22	40	0.032	25.1
3042442_76_+	X06174.1/1416-1462	93.750	16	1	0	78	93	32	47	0.032	25.1
3041513_48_+	yxaG,yxaH	94.118	17	0	1	32	48	45	30	0.032	25.1
3035729_52_+	pepT	85.185	27	1	3	24	49	40	16	0.032	25.1
3035729_52_+	cydA,cydB,cydC,cydD	84.615	26	2	2	24	49	38	15	0.032	25.1
3034019_46_+	yfmM	100.000	13	0	0	72	84	19	31	0.032	25.1
3034019_46_+	ycbC,ycbD,ycbE,ycbF,ycbG,ycbH,ycbJ	100.000	13	0	0	76	88	29	41	0.032	25.1
3034019_46_+	M87049.1/80319-80294	100.000	13	0	0	72	84	13	25	0.032	25.1
3024624_34_-	treP,treA,treR	100.000	13	0	0	75	87	27	39	0.032	25.1
3024624_34_-	cydA,cydB,cydC,cydD	80.000	35	6	1	53	86	2	36	0.032	25.1
3017340_99_-	sspA	89.474	19	2	0	19	37	19	37	0.032	25.1
3003177_61_+	yqjY,yqjZ,yqkA,yqkB,yqkC	84.615	26	2	2	67	91	19	43	0.032	25.1
2986080_50_+	ybdO	100.000	13	0	0	29	41	40	28	0.032	25.1
2931918_70_+	cgeA,cgeB	93.750	16	1	0	74	89	23	38	0.032	25.1
2930408_45_-	ykzB,ykoL	94.118	17	0	1	72	87	27	43	0.032	25.1
2930408_45_-	gcvT,gcvPA,gcvPB	100.000	13	0	0	80	92	27	39	0.032	25.1
2927046_96_+	antE	94.118	17	0	1	15	30	17	1	0.032	25.1
2908674_42_-	gltA,gltB	94.118	17	0	1	77	93	25	40	0.032	25.1
2908635_44_+	gltA,gltB	94.118	17	0	1	35	51	40	25	0.032	25.1
2901724_43_-	yqjY,yqjZ,yqkA,yqkB,yqkC	93.750	16	1	0	75	90	30	45	0.032	25.1
2901724_43_-	L19201.1/5703-5741	100.000	13	0	0	75	87	22	34	0.032	25.1
2901724_43_-	acoA,acoB,acoC,acoL	100.000	13	0	0	73	85	29	41	0.032	25.1
2901684_68_+	yqjY,yqjZ,yqkA,yqkB,yqkC	93.750	16	1	0	37	52	45	30	0.032	25.1
2901684_68_+	L19201.1/5703-5741	100.000	13	0	0	40	52	34	22	0.032	25.1
2901684_68_+	acoA,acoB,acoC,acoL	100.000	13	0	0	42	54	41	29	0.032	25.1
282793_98_-	acoA,acoB,acoC,acoL	93.750	16	1	0	79	94	32	47	0.032	25.1
2794744_44_+	yflS	90.000	20	0	2	34	53	34	17	0.032	25.1
2787844_117_+	ybgE	93.750	16	1	0	72	87	21	36	0.032	25.1
2781194_71_+	spo0A	94.118	17	0	1	16	32	29	14	0.032	25.1
2779605_56_-	soj,spo0J	100.000	13	0	0	44	56	4	16	0.032	25.1
2779550_64_+	soj,spo0J	100.000	13	0	0	56	68	16	4	0.032	25.1
2765800_49_+	yabG	100.000	13	0	0	77	89	28	40	0.032	25.1
2765798_51_+	yabG	100.000	13	0	0	75	87	28	40	0.032	25.1
2745364_42_-	yqjY,yqjZ,yqkA,yqkB,yqkC	93.750	16	1	0	76	91	29	44	0.032	25.1
27211_45_-	X06174.1/1416-1462	86.364	22	3	0	36	57	47	26	0.032	25.1
27173_40_+	X06174.1/1416-1462	86.364	22	3	0	72	93	26	47	0.032	25.1
2699836_79_+	ftsA,ftsZ	90.000	20	1	1	55	73	17	36	0.032	25.1
2698547_48_+	gapB,speD	93.750	16	1	0	32	47	58	43	0.032	25.1
2652144_53_+	yjcI,yjcJ	90.000	20	1	1	22	40	43	24	0.032	25.1
2652144_53_+	cwlH	90.000	20	1	1	66	84	23	42	0.032	25.1
2652144_53_+	ctaA	100.000	13	0	0	81	93	32	44	0.032	25.1
2650234_40_+	cydA,cydB,cydC,cydD	81.818	33	3	2	49	81	2	31	0.032	25.1
2648901_68_+	yxkJ	93.750	16	1	0	49	64	40	25	0.032	25.1
2648898_71_+	yxkJ	93.750	16	1	0	46	61	40	25	0.032	25.1
2645644_70_-	ywlF,ywlG	100.000	13	0	0	75	87	19	31	0.032	25.1
2639098_47_+	levD,levE,levF,levG,sacC	89.474	19	2	0	31	49	43	25	0.032	25.1
2628511_53_+	rapA,phrA	93.750	16	1	0	72	87	13	28	0.032	25.1
2628511_53_+	adaA,adaB	82.759	29	3	2	24	52	33	59	0.032	25.1
2608153_75_+	yhxA,glpP	86.957	23	2	1	3	25	73	52	0.032	25.1
2608153_75_+	X06174.1/1416-1462	93.750	16	1	0	1	16	45	30	0.032	25.1
260294_89_-	yfmG	100.000	13	0	0	30	42	9	21	0.032	25.1
260294_89_-	amyE	100.000	13	0	0	70	82	17	29	0.032	25.1
2589443_94_+	cysH,cysP,sat,cysC,ylnD,ylnE,ylnF	82.759	29	3	2	54	80	29	1	0.032	25.1
2548428_38_-	spoVAA,spoVAB,spoVAC,spoVAD,spoVAE,spoVAF,lysA	90.000	20	1	1	37	55	37	18	0.032	25.1
2521869_59_+	yqjP,yqjQ,dsdA,coaA,yqjT	100.000	13	0	0	16	28	42	30	0.032	25.1
2504736_42_-	yqxD,dnaG,sigA	90.000	20	1	1	30	49	45	27	0.032	25.1
2472446_35_-	X00547.1/1104-1134	100.000	13	0	0	73	85	18	30	0.032	25.1
2472446_35_-	X00547.1/1104-1134	100.000	13	0	0	48	60	30	18	0.032	25.1
2472446_35_-	valS,folC	100.000	13	0	0	88	100	34	46	0.032	25.1
2462829_35_-	yfkO	100.000	13	0	0	75	87	26	38	0.032	25.1
2419060_76_+	bmrt,bmr,bmrR	100.000	13	0	0	40	52	53	41	0.032	25.1
2404609_42_+	yabM,yabN,yabO,yabP,yabQ,divIC,yabR	100.000	13	0	0	40	52	39	27	0.032	25.1
2404609_42_+	pyrR	93.750	16	1	0	37	52	64	49	0.032	25.1
2396854_54_+	ywsC,ywtA,ywtB,ywtC	100.000	13	0	0	25	37	38	26	0.032	25.1
2381951_41_+	cgeC,cgeD,cgeE	81.818	33	3	3	46	77	40	10	0.032	25.1
2358998_38_+	yckC	100.000	13	0	0	77	89	27	39	0.032	25.1
2358998_38_+	ybdO	94.118	17	0	1	79	94	28	44	0.032	25.1
2352947_44_-	ywsC,ywtA,ywtB,ywtC	100.000	13	0	0	78	90	26	38	0.032	25.1
2321989_70_+	yqxD,dnaG,sigA	100.000	13	0	0	78	90	34	46	0.032	25.1
2321989_70_+	abnA	93.750	16	1	0	76	91	28	43	0.032	25.1
2313937_51_+	acoA,acoB,acoC,acoL	82.759	29	3	2	62	89	18	45	0.032	25.1
231162_113_+	ctaB	100.000	13	0	0	73	85	25	37	0.032	25.1
2301271_58_+	M83198.1/2647-2677	100.000	13	0	0	70	82	16	28	0.032	25.1
2286214_57_+	yhxA,glpP	89.474	19	2	0	33	51	95	77	0.032	25.1
2278541_34_-	yckC	79.487	39	5	2	45	80	39	1	0.032	25.1
227585_48_-	yabE	86.364	22	3	0	32	53	39	18	0.032	25.1
222085_42_-	yqjM	93.750	16	1	0	34	49	42	27	0.032	25.1
215451_46_-	usd,spoIIID,mbl	90.000	20	1	1	73	92	25	43	0.032	25.1
215451_46_-	abnA	100.000	13	0	0	31	43	32	44	0.032	25.1
2130676_40_+	mntA,mntB,mntC,mntD	93.750	16	1	0	73	88	23	38	0.032	25.1
2116411_87_+	yxbB,yxbA,yxnB,asnH,yxaM	80.556	36	4	3	43	76	4	38	0.032	25.1
2116411_87_+	rrnD-16S	81.250	32	4	2	56	85	9	40	0.032	25.1
2062631_52_+	yoxA,dacC	100.000	13	0	0	4	16	14	26	0.032	25.1
1997607_52_-	sacB,yveB,yveA	93.750	16	1	0	75	90	19	34	0.032	25.1
1997607_52_-	sacB,yveB,yveA	89.474	19	2	0	70	88	21	39	0.032	25.1
1997607_52_-	sacB,yveB,yveA	89.474	19	2	0	36	54	39	21	0.032	25.1
1984462_38_+	ybaK,cwlD	93.750	16	1	0	46	61	32	17	0.032	25.1
198208_59_-	splA,splB	100.000	13	0	0	79	91	44	32	0.032	25.1
198208_59_-	splA,splB	100.000	13	0	0	79	91	31	43	0.032	25.1
1971726_49_+	yfkE,yfkD	94.118	17	0	1	30	46	41	26	0.032	25.1
